,Usia,Gender,Gaji,Jumlah Anak
5031,31,L,4-6JT,2
5032,23,P,7-10JT,0
5033,57,L,1-3JT,6
5034,45,P,1-3JT,0
5035,40,L,4-6JT,6
5036,55,L,4-6JT,0
5037,40,L,7-10JT,5
5038,23,P,1-3JT,0
5039,59,L,1-3JT,2
5040,19,L,7-10JT,6
5041,37,P,1-3JT,6
5042,40,P,4-6JT,0
5043,36,L,1-3JT,3
5044,21,L,4-6JT,4
5045,31,L,7-10JT,3
5046,37,P,1-3JT,4
5047,55,L,4-6JT,0
5048,49,L,1-3JT,5
5049,17,P,7-10JT,1
5050,50,P,7-10JT,0
5051,26,P,1-3JT,3
5052,34,L,4-6JT,0
5053,22,P,7-10JT,5
5054,31,L,1-3JT,3
5055,41,P,4-6JT,1
5056,18,P,1-3JT,0
5057,41,L,4-6JT,5
5058,30,P,4-6JT,4
5059,21,L,1-3JT,4
5060,59,P,4-6JT,0
5061,33,P,7-10JT,0
5062,45,P,7-10JT,1
5063,40,L,7-10JT,5
5064,29,L,4-6JT,3
5065,42,P,7-10JT,1
5066,46,L,1-3JT,3
5067,21,L,4-6JT,3
5068,58,P,1-3JT,4
5069,27,L,7-10JT,0
5070,31,L,1-3JT,0
5071,38,P,1-3JT,3
5072,32,L,4-6JT,2
5073,43,L,1-3JT,1
5074,54,L,1-3JT,2
5075,56,L,7-10JT,6
5076,42,P,1-3JT,6
5077,31,P,7-10JT,5
5078,41,P,7-10JT,0
5079,60,L,4-6JT,2
5080,47,L,4-6JT,5
5081,17,L,4-6JT,5
5082,51,P,1-3JT,1
5083,27,L,7-10JT,6
5084,35,P,7-10JT,3
5085,44,P,1-3JT,4
5086,39,P,1-3JT,2
5087,22,L,7-10JT,5
5088,17,L,1-3JT,6
5089,29,P,7-10JT,5
5090,42,L,7-10JT,4
5091,36,L,4-6JT,4
5092,38,L,7-10JT,0
5093,43,P,4-6JT,5
5094,56,L,4-6JT,0
5095,37,L,7-10JT,3
5096,18,L,7-10JT,5
5097,52,L,7-10JT,2
5098,50,P,4-6JT,0
5099,32,L,7-10JT,0
5100,19,P,4-6JT,2
5101,37,L,1-3JT,5
5102,54,L,7-10JT,4
5103,36,P,4-6JT,3
5104,40,L,7-10JT,5
5105,53,L,4-6JT,5
5106,20,L,4-6JT,6
5107,54,L,7-10JT,1
5108,60,P,1-3JT,2
5109,28,P,4-6JT,2
5110,60,P,1-3JT,1
5111,24,P,7-10JT,6
5112,30,L,7-10JT,4
5113,25,P,1-3JT,5
5114,51,L,4-6JT,4
5115,27,L,4-6JT,0
5116,18,L,1-3JT,2
5117,37,L,4-6JT,6
5118,40,P,7-10JT,4
5119,37,P,1-3JT,5
5120,37,P,4-6JT,0
5121,58,L,1-3JT,3
5122,24,P,4-6JT,5
5123,19,L,7-10JT,4
5124,21,P,4-6JT,3
5125,20,P,1-3JT,2
5126,24,L,4-6JT,2
5127,42,P,4-6JT,1
5128,39,L,4-6JT,3
5129,36,L,4-6JT,1
5130,58,P,4-6JT,6
5131,46,P,4-6JT,3
5132,20,P,4-6JT,0
5133,55,P,4-6JT,6
5134,20,P,4-6JT,2
5135,53,L,1-3JT,0
5136,42,P,4-6JT,2
5137,22,P,7-10JT,5
5138,57,P,7-10JT,0
5139,23,P,7-10JT,1
5140,19,P,1-3JT,4
5141,26,L,1-3JT,2
5142,38,P,1-3JT,3
5143,22,L,4-6JT,4
5144,45,P,4-6JT,5
5145,29,P,7-10JT,3
5146,27,L,7-10JT,6
5147,20,P,4-6JT,1
5148,54,L,7-10JT,6
5149,60,L,4-6JT,5
5150,28,L,1-3JT,6
5151,18,L,1-3JT,4
5152,59,L,7-10JT,0
5153,38,P,7-10JT,4
5154,58,L,4-6JT,1
5155,33,P,4-6JT,1
5156,45,L,7-10JT,5
5157,43,P,7-10JT,3
5158,34,L,7-10JT,3
5159,24,L,7-10JT,3
5160,41,L,4-6JT,4
5161,34,L,1-3JT,0
5162,30,L,1-3JT,0
5163,22,P,4-6JT,6
5164,28,L,4-6JT,0
5165,57,L,1-3JT,5
5166,32,L,7-10JT,2
5167,37,L,4-6JT,2
5168,47,P,1-3JT,6
5169,20,P,1-3JT,6
5170,27,P,7-10JT,6
5171,26,L,7-10JT,6
5172,54,L,4-6JT,2
5173,55,L,4-6JT,5
5174,29,P,4-6JT,5
5175,45,L,1-3JT,4
5176,26,L,1-3JT,5
5177,32,L,7-10JT,3
5178,26,P,4-6JT,5
5179,21,P,1-3JT,6
5180,26,L,4-6JT,3
5181,21,P,4-6JT,3
5182,53,P,1-3JT,5
5183,24,L,4-6JT,3
5184,38,P,7-10JT,2
5185,59,L,4-6JT,2
5186,49,P,7-10JT,4
5187,48,P,4-6JT,3
5188,22,P,4-6JT,4
5189,41,L,4-6JT,3
5190,26,L,4-6JT,1
5191,18,L,1-3JT,3
5192,35,P,4-6JT,0
5193,41,P,4-6JT,1
5194,22,P,7-10JT,4
5195,38,P,1-3JT,6
5196,49,L,4-6JT,0
5197,34,P,1-3JT,5
5198,29,P,7-10JT,6
5199,60,P,7-10JT,0
5200,39,L,1-3JT,6
5201,25,L,7-10JT,6
5202,43,L,7-10JT,1
5203,21,L,7-10JT,1
5204,42,P,4-6JT,4
5205,33,L,7-10JT,4
5206,35,P,1-3JT,2
5207,35,L,7-10JT,1
5208,17,L,4-6JT,2
5209,47,P,1-3JT,6
5210,45,P,1-3JT,0
5211,56,P,7-10JT,1
5212,38,L,7-10JT,5
5213,28,P,1-3JT,2
5214,41,L,7-10JT,1
5215,47,L,4-6JT,1
5216,22,P,4-6JT,6
5217,54,L,7-10JT,5
5218,18,P,4-6JT,3
5219,24,L,1-3JT,4
5220,43,L,1-3JT,2
5221,57,L,1-3JT,6
5222,23,P,4-6JT,3
5223,28,P,4-6JT,6
5224,46,L,4-6JT,4
5225,18,L,4-6JT,6
5226,41,P,7-10JT,4
5227,43,P,1-3JT,0
5228,59,L,4-6JT,2
5229,47,L,1-3JT,2
5230,54,L,4-6JT,0
5231,31,L,7-10JT,6
5232,37,P,1-3JT,4
5233,54,P,4-6JT,6
5234,33,P,4-6JT,5
5235,56,P,7-10JT,3
5236,56,L,1-3JT,2
5237,37,P,7-10JT,0
5238,49,L,1-3JT,2
5239,45,L,1-3JT,3
5240,38,L,1-3JT,5
5241,28,P,7-10JT,5
5242,27,P,7-10JT,4
5243,35,P,7-10JT,4
5244,52,L,4-6JT,5
5245,44,P,1-3JT,1
5246,21,P,1-3JT,4
5247,34,P,7-10JT,3
5248,43,L,1-3JT,3
5249,59,P,4-6JT,5
5250,46,P,1-3JT,1
5251,39,P,4-6JT,4
5252,24,P,4-6JT,5
5253,24,P,1-3JT,2
5254,19,L,4-6JT,6
5255,56,P,7-10JT,0
5256,32,P,1-3JT,1
5257,48,P,4-6JT,1
5258,46,P,1-3JT,5
5259,19,P,1-3JT,0
5260,52,P,7-10JT,0
5261,23,P,7-10JT,0
5262,31,P,4-6JT,1
5263,30,P,1-3JT,0
5264,43,L,7-10JT,0
5265,31,P,7-10JT,5
5266,56,P,1-3JT,2
5267,60,L,7-10JT,3
5268,47,L,1-3JT,6
5269,40,P,1-3JT,2
5270,40,L,7-10JT,6
5271,29,P,1-3JT,1
5272,40,L,7-10JT,6
5273,48,P,1-3JT,3
5274,33,L,7-10JT,1
5275,56,P,4-6JT,5
5276,20,L,7-10JT,6
5277,21,P,1-3JT,4
5278,26,P,7-10JT,0
5279,36,P,1-3JT,6
5280,45,L,7-10JT,4
5281,54,L,7-10JT,4
5282,32,L,4-6JT,6
5283,52,L,1-3JT,4
5284,18,P,1-3JT,5
5285,18,L,7-10JT,6
5286,21,L,1-3JT,2
5287,52,P,4-6JT,0
5288,23,L,4-6JT,0
5289,45,P,4-6JT,1
5290,31,L,1-3JT,3
5291,59,P,1-3JT,6
5292,39,P,4-6JT,6
5293,43,P,1-3JT,3
5294,57,P,4-6JT,2
5295,60,P,1-3JT,5
5296,22,L,4-6JT,5
5297,58,P,4-6JT,2
5298,39,P,4-6JT,1
5299,24,P,7-10JT,0
5300,35,L,7-10JT,1
5301,58,P,7-10JT,6
5302,34,L,4-6JT,3
5303,47,L,7-10JT,1
5304,44,P,7-10JT,5
5305,23,P,1-3JT,5
5306,49,P,7-10JT,2
5307,17,P,1-3JT,5
5308,45,L,7-10JT,5
5309,40,L,4-6JT,5
5310,54,L,7-10JT,2
5311,32,L,1-3JT,0
5312,58,P,1-3JT,2
5313,57,L,4-6JT,5
5314,28,P,1-3JT,2
5315,54,P,7-10JT,2
5316,54,L,1-3JT,5
5317,26,P,1-3JT,2
5318,53,L,4-6JT,2
5319,37,L,1-3JT,1
5320,34,L,1-3JT,1
5321,20,L,1-3JT,5
5322,57,L,1-3JT,5
5323,57,L,7-10JT,1
5324,33,P,7-10JT,4
5325,60,L,7-10JT,6
5326,40,P,4-6JT,6
5327,31,P,4-6JT,4
5328,48,P,4-6JT,4
5329,18,P,1-3JT,3
5330,46,L,1-3JT,4
5331,33,P,1-3JT,3
5332,22,P,7-10JT,3
5333,18,L,7-10JT,5
5334,54,P,4-6JT,2
5335,49,P,7-10JT,4
5336,27,P,7-10JT,3
5337,21,P,1-3JT,2
5338,47,P,7-10JT,3
5339,50,P,4-6JT,1
5340,20,P,7-10JT,1
5341,44,L,1-3JT,0
5342,19,P,1-3JT,5
5343,46,P,1-3JT,6
5344,56,P,1-3JT,6
5345,41,L,1-3JT,6
5346,56,P,1-3JT,1
5347,29,L,4-6JT,4
5348,50,L,4-6JT,0
5349,46,L,7-10JT,3
5350,39,L,7-10JT,5
5351,30,P,7-10JT,5
5352,34,P,4-6JT,4
5353,53,P,1-3JT,0
5354,33,L,4-6JT,4
5355,44,P,1-3JT,1
5356,39,P,1-3JT,1
5357,18,L,1-3JT,1
5358,24,P,1-3JT,6
5359,32,L,1-3JT,6
5360,50,P,7-10JT,2
5361,42,L,4-6JT,1
5362,58,P,7-10JT,3
5363,36,P,7-10JT,3
5364,58,P,4-6JT,5
5365,35,L,7-10JT,4
5366,42,L,7-10JT,4
5367,22,P,7-10JT,2
5368,55,L,4-6JT,4
5369,55,P,7-10JT,1
5370,57,P,7-10JT,3
5371,29,P,7-10JT,3
5372,22,L,4-6JT,1
5373,30,L,1-3JT,0
5374,37,P,1-3JT,4
5375,39,L,4-6JT,2
5376,25,L,7-10JT,2
5377,27,P,4-6JT,2
5378,49,P,1-3JT,2
5379,32,L,1-3JT,0
5380,60,L,7-10JT,1
5381,51,L,7-10JT,0
5382,24,P,1-3JT,0
5383,43,P,1-3JT,6
5384,23,P,7-10JT,0
5385,19,P,7-10JT,4
5386,43,L,7-10JT,3
5387,36,P,1-3JT,4
5388,56,L,1-3JT,5
5389,60,L,7-10JT,2
5390,31,L,7-10JT,0
5391,42,P,1-3JT,0
5392,43,L,4-6JT,2
5393,36,P,4-6JT,3
5394,27,L,7-10JT,4
5395,23,L,4-6JT,1
5396,25,L,7-10JT,2
5397,54,P,1-3JT,6
5398,56,P,4-6JT,0
5399,40,L,4-6JT,3
5400,24,P,7-10JT,5
5401,19,P,1-3JT,1
5402,39,L,7-10JT,2
5403,53,L,1-3JT,0
5404,49,L,4-6JT,2
5405,49,L,1-3JT,5
5406,21,L,7-10JT,6
5407,34,P,4-6JT,1
5408,30,L,1-3JT,2
5409,45,P,1-3JT,2
5410,45,L,1-3JT,5
5411,21,L,4-6JT,3
5412,55,L,7-10JT,6
5413,56,L,7-10JT,2
5414,49,L,1-3JT,0
5415,31,L,7-10JT,3
5416,58,P,7-10JT,6
5417,58,L,1-3JT,2
5418,28,P,4-6JT,0
5419,43,P,1-3JT,3
5420,36,P,1-3JT,0
5421,47,L,1-3JT,6
5422,43,L,4-6JT,3
5423,38,P,1-3JT,5
5424,42,P,7-10JT,3
5425,17,P,4-6JT,2
5426,41,L,7-10JT,4
5427,38,P,7-10JT,3
5428,34,L,7-10JT,3
5429,57,P,1-3JT,5
5430,48,L,7-10JT,3
5431,56,L,7-10JT,1
5432,54,L,7-10JT,4
5433,44,L,7-10JT,3
5434,23,L,4-6JT,3
5435,25,P,7-10JT,4
5436,25,P,4-6JT,6
5437,32,P,1-3JT,6
5438,44,L,4-6JT,3
5439,27,L,1-3JT,1
5440,57,L,4-6JT,4
5441,29,L,4-6JT,0
5442,29,P,7-10JT,4
5443,59,P,4-6JT,6
5444,52,P,7-10JT,2
5445,37,P,1-3JT,5
5446,39,L,7-10JT,4
5447,40,L,4-6JT,3
5448,32,L,4-6JT,5
5449,47,P,4-6JT,1
5450,23,L,7-10JT,5
5451,27,P,4-6JT,1
5452,52,L,7-10JT,2
5453,54,L,4-6JT,3
5454,36,P,7-10JT,3
5455,21,P,4-6JT,6
5456,42,L,7-10JT,6
5457,32,P,7-10JT,6
5458,20,L,1-3JT,6
5459,51,L,4-6JT,4
5460,37,L,1-3JT,5
5461,54,L,4-6JT,3
5462,20,P,4-6JT,0
5463,43,P,1-3JT,1
5464,24,P,4-6JT,5
5465,18,L,4-6JT,4
5466,46,P,7-10JT,0
5467,18,L,1-3JT,4
5468,59,P,4-6JT,6
5469,55,P,4-6JT,0
5470,47,P,7-10JT,5
5471,31,L,1-3JT,2
5472,48,L,7-10JT,4
5473,55,L,7-10JT,3
5474,59,P,1-3JT,1
5475,19,P,7-10JT,0
5476,47,P,7-10JT,3
5477,35,L,1-3JT,3
5478,42,L,1-3JT,0
5479,41,L,4-6JT,0
5480,51,L,1-3JT,5
5481,48,L,4-6JT,1
5482,55,P,7-10JT,4
5483,52,P,7-10JT,2
5484,19,L,4-6JT,5
5485,41,P,7-10JT,5
5486,34,P,1-3JT,0
5487,19,L,1-3JT,1
5488,47,L,4-6JT,0
5489,45,L,4-6JT,1
5490,41,L,1-3JT,0
5491,35,L,4-6JT,4
5492,38,L,1-3JT,4
5493,50,L,7-10JT,6
5494,58,P,4-6JT,4
5495,17,L,4-6JT,0
5496,35,P,7-10JT,2
5497,47,P,7-10JT,5
5498,32,P,7-10JT,2
5499,38,L,7-10JT,5
5500,44,L,1-3JT,4
5501,54,P,7-10JT,4
5502,18,P,7-10JT,4
5503,51,P,7-10JT,6
5504,21,P,1-3JT,6
5505,48,P,4-6JT,1
5506,17,P,7-10JT,6
5507,29,P,4-6JT,3
5508,21,L,4-6JT,1
5509,38,P,4-6JT,1
5510,24,L,1-3JT,1
5511,42,P,7-10JT,3
5512,26,L,7-10JT,4
5513,45,L,7-10JT,5
5514,44,P,7-10JT,1
5515,18,P,1-3JT,2
5516,55,L,1-3JT,6
5517,55,P,1-3JT,1
5518,33,P,7-10JT,6
5519,54,P,1-3JT,0
5520,21,L,1-3JT,1
5521,45,L,1-3JT,0
5522,31,L,1-3JT,2
5523,58,P,4-6JT,6
5524,25,L,4-6JT,2
5525,18,P,4-6JT,4
5526,48,L,7-10JT,3
5527,44,P,4-6JT,3
5528,31,P,7-10JT,3
5529,56,L,1-3JT,5
5530,43,P,1-3JT,3
5531,19,L,7-10JT,3
5532,37,L,4-6JT,6
5533,21,L,7-10JT,2
5534,18,P,4-6JT,0
5535,60,L,4-6JT,6
5536,41,P,7-10JT,3
5537,17,L,7-10JT,2
5538,41,L,4-6JT,1
5539,23,L,7-10JT,3
5540,25,P,7-10JT,1
5541,60,L,7-10JT,6
5542,54,L,4-6JT,4
5543,19,P,4-6JT,5
5544,47,L,7-10JT,4
5545,35,L,1-3JT,1
5546,59,L,4-6JT,3
5547,35,L,4-6JT,2
5548,18,L,7-10JT,0
5549,40,P,4-6JT,6
5550,42,P,7-10JT,4
5551,22,P,7-10JT,3
5552,39,L,4-6JT,2
5553,38,L,4-6JT,4
5554,26,L,4-6JT,6
5555,23,L,4-6JT,6
5556,33,L,4-6JT,5
5557,24,L,7-10JT,1
5558,23,L,1-3JT,2
5559,37,L,7-10JT,1
5560,59,L,4-6JT,0
5561,51,L,4-6JT,3
5562,47,P,7-10JT,2
5563,52,P,7-10JT,2
5564,29,L,7-10JT,6
5565,54,P,4-6JT,5
5566,58,L,1-3JT,1
5567,53,L,4-6JT,2
5568,20,P,4-6JT,0
5569,28,P,7-10JT,1
5570,55,P,7-10JT,4
5571,32,P,1-3JT,3
5572,34,L,4-6JT,1
5573,52,L,4-6JT,2
5574,58,P,4-6JT,3
5575,21,P,7-10JT,1
5576,21,P,4-6JT,1
5577,59,L,4-6JT,6
5578,59,P,7-10JT,5
5579,58,P,1-3JT,0
5580,39,L,7-10JT,5
5581,59,P,7-10JT,6
5582,17,P,1-3JT,1
5583,50,L,4-6JT,1
5584,60,L,4-6JT,0
5585,26,L,4-6JT,0
5586,59,P,7-10JT,4
5587,54,L,4-6JT,1
5588,31,P,7-10JT,3
5589,27,L,4-6JT,4
5590,51,P,7-10JT,6
5591,60,P,4-6JT,3
5592,35,P,1-3JT,5
5593,26,P,1-3JT,5
5594,24,L,1-3JT,2
5595,35,P,7-10JT,6
5596,27,L,4-6JT,5
5597,29,L,1-3JT,4
5598,25,L,1-3JT,4
5599,40,L,4-6JT,0
5600,55,P,4-6JT,4
5601,51,P,7-10JT,4
5602,52,P,1-3JT,2
5603,28,P,4-6JT,2
5604,39,L,7-10JT,0
5605,43,P,4-6JT,4
5606,19,P,1-3JT,3
5607,55,P,1-3JT,1
5608,17,L,7-10JT,1
5609,40,L,1-3JT,4
5610,59,P,4-6JT,2
5611,52,P,1-3JT,2
5612,18,P,7-10JT,1
5613,26,P,4-6JT,4
5614,40,L,4-6JT,3
5615,19,L,7-10JT,6
5616,43,L,1-3JT,2
5617,50,L,7-10JT,3
5618,43,L,1-3JT,2
5619,35,L,7-10JT,2
5620,60,P,1-3JT,3
5621,40,P,7-10JT,4
5622,59,L,1-3JT,2
5623,52,L,4-6JT,6
5624,17,P,7-10JT,1
5625,38,L,4-6JT,4
5626,50,P,7-10JT,4
5627,31,L,1-3JT,6
5628,57,P,7-10JT,6
5629,29,L,4-6JT,2
5630,33,P,1-3JT,0
5631,24,P,7-10JT,2
5632,57,L,7-10JT,5
5633,60,L,1-3JT,1
5634,52,L,4-6JT,5
5635,35,L,7-10JT,1
5636,43,L,1-3JT,3
5637,51,L,1-3JT,6
5638,37,L,4-6JT,2
5639,37,P,1-3JT,4
5640,24,P,1-3JT,3
5641,57,P,7-10JT,6
5642,59,L,7-10JT,5
5643,56,L,7-10JT,6
5644,59,L,7-10JT,4
5645,37,L,7-10JT,6
5646,23,L,7-10JT,2
5647,57,P,7-10JT,4
5648,42,P,1-3JT,1
5649,35,L,1-3JT,2
5650,51,P,7-10JT,2
5651,19,L,1-3JT,1
5652,52,L,4-6JT,5
5653,28,P,7-10JT,2
5654,31,P,4-6JT,1
5655,37,P,1-3JT,5
5656,54,L,7-10JT,4
5657,22,P,1-3JT,0
5658,23,L,1-3JT,1
5659,55,L,4-6JT,1
5660,57,L,1-3JT,0
5661,58,L,1-3JT,5
5662,35,L,1-3JT,5
5663,42,P,7-10JT,0
5664,18,L,7-10JT,3
5665,34,P,1-3JT,5
5666,18,L,1-3JT,1
5667,45,P,7-10JT,0
5668,53,P,7-10JT,4
5669,20,P,1-3JT,2
5670,17,L,1-3JT,5
5671,32,P,7-10JT,4
5672,29,L,1-3JT,5
5673,26,P,7-10JT,3
5674,37,L,4-6JT,1
5675,55,L,1-3JT,3
5676,48,P,1-3JT,3
5677,21,P,7-10JT,1
5678,48,L,7-10JT,6
5679,60,P,1-3JT,1
5680,47,L,1-3JT,6
5681,53,P,7-10JT,3
5682,57,L,4-6JT,3
5683,47,L,4-6JT,5
5684,25,L,7-10JT,4
5685,46,L,4-6JT,2
5686,43,P,4-6JT,5
5687,18,L,4-6JT,6
5688,40,L,4-6JT,0
5689,56,P,7-10JT,1
5690,31,L,1-3JT,4
5691,31,L,7-10JT,4
5692,51,P,7-10JT,2
5693,39,P,4-6JT,5
5694,31,L,7-10JT,4
5695,30,P,4-6JT,5
5696,54,L,1-3JT,5
5697,33,P,1-3JT,5
5698,38,P,7-10JT,6
5699,59,L,7-10JT,3
5700,52,P,1-3JT,1
5701,51,P,1-3JT,0
5702,36,L,7-10JT,3
5703,44,P,4-6JT,3
5704,34,L,7-10JT,0
5705,31,L,7-10JT,2
5706,27,P,1-3JT,1
5707,27,P,1-3JT,6
5708,58,P,1-3JT,1
5709,37,P,7-10JT,3
5710,20,L,4-6JT,6
5711,54,L,1-3JT,0
5712,31,P,4-6JT,4
5713,32,P,4-6JT,5
5714,41,L,7-10JT,3
5715,43,P,4-6JT,3
5716,24,L,7-10JT,1
5717,57,L,7-10JT,5
5718,53,P,7-10JT,2
5719,27,P,7-10JT,5
5720,20,L,7-10JT,3
5721,32,P,7-10JT,4
5722,27,L,1-3JT,4
5723,17,P,4-6JT,1
5724,20,P,7-10JT,4
5725,37,L,4-6JT,0
5726,41,L,4-6JT,6
5727,24,L,4-6JT,0
5728,28,P,7-10JT,4
5729,41,L,1-3JT,5
5730,50,P,4-6JT,5
5731,40,P,7-10JT,1
5732,25,L,4-6JT,4
5733,58,P,7-10JT,5
5734,38,P,1-3JT,6
5735,34,L,4-6JT,3
5736,34,P,4-6JT,6
5737,39,L,4-6JT,4
5738,26,P,4-6JT,4
5739,35,P,7-10JT,1
5740,26,L,4-6JT,5
5741,22,L,1-3JT,4
5742,58,L,1-3JT,2
5743,32,L,4-6JT,1
5744,52,P,7-10JT,5
5745,58,L,1-3JT,6
5746,53,P,1-3JT,6
5747,44,P,7-10JT,5
5748,55,P,4-6JT,5
5749,32,L,7-10JT,6
5750,27,P,1-3JT,5
5751,43,P,4-6JT,5
5752,56,P,7-10JT,5
5753,18,P,4-6JT,5
5754,27,P,4-6JT,4
5755,24,P,4-6JT,0
5756,33,L,4-6JT,4
5757,54,P,7-10JT,0
5758,32,P,7-10JT,3
5759,52,L,7-10JT,3
5760,32,L,4-6JT,3
5761,50,L,7-10JT,3
5762,48,L,1-3JT,6
5763,39,L,1-3JT,0
5764,43,P,7-10JT,0
5765,39,L,7-10JT,4
5766,24,L,4-6JT,3
5767,29,L,7-10JT,6
5768,17,P,7-10JT,3
5769,47,P,4-6JT,3
5770,25,L,7-10JT,1
5771,36,L,4-6JT,3
5772,32,P,1-3JT,0
5773,17,P,4-6JT,2
5774,46,P,7-10JT,3
5775,28,L,7-10JT,6
5776,34,L,7-10JT,0
5777,17,L,4-6JT,3
5778,42,L,1-3JT,5
5779,32,P,4-6JT,1
5780,44,P,4-6JT,0
5781,23,P,1-3JT,1
5782,47,L,1-3JT,0
5783,28,L,1-3JT,6
5784,44,P,4-6JT,2
5785,30,P,7-10JT,2
5786,45,P,7-10JT,0
5787,59,P,1-3JT,1
5788,26,P,7-10JT,3
5789,20,P,7-10JT,4
5790,50,L,1-3JT,5
5791,43,L,7-10JT,3
5792,59,L,1-3JT,5
5793,20,P,1-3JT,6
5794,55,P,1-3JT,4
5795,42,P,1-3JT,0
5796,36,L,7-10JT,6
5797,52,L,1-3JT,0
5798,27,P,4-6JT,4
5799,47,L,1-3JT,6
5800,28,P,1-3JT,1
5801,22,P,7-10JT,0
5802,30,P,1-3JT,2
5803,46,L,1-3JT,6
5804,33,P,1-3JT,3
5805,47,P,7-10JT,4
5806,28,L,4-6JT,3
5807,46,P,7-10JT,4
5808,45,L,4-6JT,3
5809,22,P,7-10JT,1
5810,30,P,4-6JT,0
5811,54,P,1-3JT,5
5812,49,P,4-6JT,6
5813,35,P,4-6JT,0
5814,32,P,1-3JT,0
5815,23,L,4-6JT,6
5816,51,L,4-6JT,5
5817,27,L,1-3JT,3
5818,19,P,7-10JT,3
5819,60,L,4-6JT,2
5820,50,P,7-10JT,0
5821,53,P,7-10JT,5
5822,47,P,1-3JT,1
5823,46,L,1-3JT,2
5824,46,P,4-6JT,2
5825,24,L,7-10JT,6
5826,43,P,1-3JT,5
5827,59,P,4-6JT,1
5828,40,P,4-6JT,3
5829,28,P,1-3JT,5
5830,42,P,1-3JT,1
5831,36,P,7-10JT,1
5832,25,L,4-6JT,5
5833,44,P,7-10JT,0
5834,24,L,7-10JT,5
5835,43,P,4-6JT,0
5836,40,P,4-6JT,3
5837,35,P,1-3JT,0
5838,49,P,7-10JT,1
5839,59,L,4-6JT,3
5840,33,L,1-3JT,1
5841,27,L,1-3JT,5
5842,29,P,7-10JT,4
5843,50,L,7-10JT,2
5844,46,P,4-6JT,4
5845,23,L,4-6JT,3
5846,25,P,4-6JT,2
5847,49,L,7-10JT,0
5848,54,P,1-3JT,6
5849,39,P,7-10JT,0
5850,21,P,4-6JT,6
5851,60,P,1-3JT,3
5852,59,L,4-6JT,0
5853,35,L,4-6JT,0
5854,47,P,1-3JT,6
5855,29,L,1-3JT,3
5856,28,L,4-6JT,0
5857,47,L,7-10JT,1
5858,58,P,1-3JT,3
5859,58,P,7-10JT,1
5860,48,L,1-3JT,2
5861,19,L,4-6JT,2
5862,58,P,4-6JT,4
5863,30,P,4-6JT,6
5864,23,L,7-10JT,2
5865,41,L,4-6JT,3
5866,22,P,7-10JT,3
5867,43,P,1-3JT,2
5868,37,L,7-10JT,1
5869,54,P,7-10JT,4
5870,31,L,1-3JT,6
5871,34,L,4-6JT,4
5872,28,P,4-6JT,0
5873,56,L,1-3JT,3
5874,57,P,7-10JT,4
5875,18,P,4-6JT,6
5876,35,L,4-6JT,6
5877,46,P,4-6JT,5
5878,50,L,1-3JT,4
5879,51,P,1-3JT,1
5880,42,L,1-3JT,1
5881,56,L,1-3JT,6
5882,42,L,7-10JT,2
5883,37,L,7-10JT,2
5884,37,P,1-3JT,3
5885,26,P,4-6JT,6
5886,53,P,4-6JT,4
5887,19,P,1-3JT,1
5888,23,L,7-10JT,5
5889,59,P,7-10JT,5
5890,40,P,7-10JT,5
5891,56,L,1-3JT,6
5892,58,P,1-3JT,4
5893,35,L,1-3JT,5
5894,32,L,7-10JT,2
5895,40,P,1-3JT,6
5896,54,P,4-6JT,2
5897,21,L,1-3JT,4
5898,54,L,7-10JT,1
5899,37,L,4-6JT,3
5900,26,L,4-6JT,4
5901,43,L,4-6JT,6
5902,34,L,1-3JT,2
5903,18,L,4-6JT,3
5904,56,L,4-6JT,6
5905,56,L,4-6JT,0
5906,32,P,4-6JT,3
5907,30,P,1-3JT,3
5908,22,L,1-3JT,1
5909,38,P,4-6JT,4
5910,21,P,7-10JT,4
5911,39,P,7-10JT,4
5912,58,P,4-6JT,1
5913,40,P,1-3JT,3
5914,21,L,1-3JT,5
5915,23,P,1-3JT,1
5916,57,L,4-6JT,5
5917,51,P,4-6JT,5
5918,27,L,1-3JT,5
5919,38,L,4-6JT,4
5920,60,P,4-6JT,5
5921,50,L,7-10JT,0
5922,20,P,7-10JT,3
5923,25,P,1-3JT,3
5924,45,L,4-6JT,6
5925,20,L,4-6JT,2
5926,21,P,1-3JT,4
5927,33,P,1-3JT,1
5928,42,L,4-6JT,6
5929,36,P,7-10JT,1
5930,56,L,7-10JT,1
5931,42,P,1-3JT,0
5932,20,P,1-3JT,1
5933,40,P,7-10JT,0
5934,30,L,4-6JT,3
5935,50,L,4-6JT,3
5936,42,P,4-6JT,1
5937,27,P,4-6JT,6
5938,21,L,1-3JT,4
5939,55,L,1-3JT,3
5940,25,L,1-3JT,6
5941,57,L,7-10JT,4
5942,17,L,1-3JT,3
5943,60,L,7-10JT,3
5944,52,P,7-10JT,3
5945,42,P,4-6JT,0
5946,55,L,7-10JT,2
5947,39,L,1-3JT,2
5948,58,L,1-3JT,3
5949,17,L,7-10JT,4
5950,24,P,7-10JT,0
5951,54,P,7-10JT,6
5952,19,L,4-6JT,2
5953,20,L,1-3JT,0
5954,48,P,7-10JT,0
5955,53,P,1-3JT,0
5956,19,L,7-10JT,0
5957,32,L,1-3JT,6
5958,52,P,7-10JT,0
5959,56,P,1-3JT,0
5960,52,L,4-6JT,2
5961,23,P,1-3JT,3
